name,brand,year,fuel,price
Tuono V4 R ABS   (2013-2015),APRILIA,2015,2,10475
Tuono V4 R APRC   (2011-2016),APRILIA,2015,2,2802
ATLANTIC 125   (2010-2018),APRILIA,2016,2,4546
Mana 850 ABS   (2008-2018),APRILIA,2016,2,10715
RS 4 50   (2011-2016),APRILIA,2016,2,10892
RS4  50 Replica (2014-2017),APRILIA,2016,2,9056
RS4 125   (2011-2016),APRILIA,2016,2,4192
RS4 125 Replica   (2014-2016),APRILIA,2016,2,4936
RSV4 RF   (2016-2018),APRILIA,2016,2,10403
RSV4 RR   (2016-2020),APRILIA,2016,2,9499
Shiver 750 ABS   (2010-2016),APRILIA,2016,2,3828
SR 50 R   (2010-2016),APRILIA,2016,2,8295
SR 50 R  Replica SBK (2010-2016),APRILIA,2016,2,2206
SR Max 125   (2011-2016),APRILIA,2016,2,6717
SR Max 300   (2011-2016),APRILIA,2016,2,5345
SR Motard 125   (2012-2016),APRILIA,2016,2,3982
SR Motard 50   (2012-2016),APRILIA,2016,2,3188
SRV 850   (2012-2016),APRILIA,2016,2,7285
SRV 850 ABS/ATC   (2012-2016),APRILIA,2016,2,8639
Tuono V4 1100  Factory (2016),APRILIA,2016,2,2774
Tuono V4 1100  RR (2016-2018),APRILIA,2016,2,2221
Tuono V4 R APRC   (2011-2016),APRILIA,2016,2,4701
ATLANTIC 125   (2010-2018),APRILIA,2017,2,3637
Dorsoduro 900   (modelo actual),APRILIA,2017,2,9715
Mana 850 ABS   (2008-2018),APRILIA,2017,2,5743
RS 125   (modelo actual),APRILIA,2017,2,10326
RS 125 Replica   (modelo actual),APRILIA,2017,2,3902
RS4  50 Replica (2014-2017),APRILIA,2017,2,3570
RS4 125   (2017-2019),APRILIA,2017,2,2829
RS4 50   (modelo actual),APRILIA,2017,2,7764
RSV4   (2017-2018),APRILIA,2017,2,5922
RSV4 RF   (2016-2018),APRILIA,2017,2,6781
RSV4 RR   (2016-2020),APRILIA,2017,2,10758
RX 50   (2017-2018),APRILIA,2017,2,8398
RX 50  Factory (modelo actual),APRILIA,2017,2,4377
Shiver 900   (2017-2018),APRILIA,2017,2,8454
SR 50  GP Replica (modelo actual),APRILIA,2017,2,4409
SR 50 R   (modelo actual),APRILIA,2017,2,10693
SR Motard 50   (modelo actual),APRILIA,2017,2,3117
SX 50   (modelo actual),APRILIA,2017,2,5109
SX 50  Factory (modelo actual),APRILIA,2017,2,5944
Tuono 125   (modelo actual),APRILIA,2017,2,9149
Tuono V4 1100  RR (2016-2018),APRILIA,2017,2,7144
Tuono V4 1100 Factory   (2017-2018),APRILIA,2017,2,6535
ATLANTIC 125   (2010-2018),APRILIA,2018,2,4891
Dorsoduro 900   (modelo actual),APRILIA,2018,2,8621
Mana 850 ABS   (2008-2018),APRILIA,2018,2,2004
RS 125   (modelo actual),APRILIA,2018,2,5154
RS 125 Replica   (modelo actual),APRILIA,2018,2,4382
RS4 125   (2017-2019),APRILIA,2018,2,5969
RS4 50   (modelo actual),APRILIA,2018,2,5357
RSV4   (2017-2018),APRILIA,2018,2,2795
RSV4 RF   (2016-2018),APRILIA,2018,2,9284
RSV4 RR   (2016-2020),APRILIA,2018,2,5184
RX 125   (2018-2020),APRILIA,2018,2,10713
RX 50   (2017-2018),APRILIA,2018,2,3399
RX 50  Factory (modelo actual),APRILIA,2018,2,8897
Scarabeo 50 2T   (2018-2019),APRILIA,2018,2,8776
Shiver 900   (2017-2018),APRILIA,2018,2,8032
SR 50  GP Replica (modelo actual),APRILIA,2018,2,7490
SR 50 R   (modelo actual),APRILIA,2018,2,10435
SR Motard 50   (modelo actual),APRILIA,2018,2,5125
SX 125   (2018-2020),APRILIA,2018,2,7424
SX 50   (modelo actual),APRILIA,2018,2,8639
SX 50  Factory (modelo actual),APRILIA,2018,2,10252
Tuono 125   (modelo actual),APRILIA,2018,2,7850
Tuono V4 1100  RR (2016-2018),APRILIA,2018,2,5013
Tuono V4 1100 Factory   (2017-2018),APRILIA,2018,2,8657
Dorsoduro 900   (modelo actual),APRILIA,2019,2,8214
RS 125   (modelo actual),APRILIA,2019,2,3706
RS 125 Replica   (modelo actual),APRILIA,2019,2,4141
RS4 125   (2017-2019),APRILIA,2019,2,9498
RS4 50   (modelo actual),APRILIA,2019,2,6386
RSV4 1100  FACTORY (2019),APRILIA,2019,2,4883
RSV4 1100  RR (2019-2020),APRILIA,2019,2,8065
RSV4 RR   (2016-2020),APRILIA,2019,2,3396
RX 125   (2018-2020),APRILIA,2019,2,4132
RX 50  Factory (modelo actual),APRILIA,2019,2,5350
Scarabeo 50 2T   (2018-2019),APRILIA,2019,2,3522
Shiver 900   (modelo actual),APRILIA,2019,2,9424
SR 50  GP Replica (modelo actual),APRILIA,2019,2,7872
SR 50 R   (modelo actual),APRILIA,2019,2,4904
SR Motard 50   (modelo actual),APRILIA,2019,2,4218
SX 125   (2018-2020),APRILIA,2019,2,3985
SX 50   (modelo actual),APRILIA,2019,2,6395
SX 50  Factory (modelo actual),APRILIA,2019,2,4402
Tuono 125   (modelo actual),APRILIA,2019,2,9944
Tuono V4 1100  RR (modelo actual),APRILIA,2019,2,9302
Tuono V4 1100 Factory   (modelo actual),APRILIA,2019,2,6288
Dorsoduro 900   (modelo actual),APRILIA,2020,2,1504
RS 125   (modelo actual),APRILIA,2020,2,6659
RS 125 Replica   (modelo actual),APRILIA,2020,2,4788
RS 660   (modelo actual),APRILIA,2020,2,7776
RS 660  35kW (modelo actual),APRILIA,2020,2,2675
RS4 50   (modelo actual),APRILIA,2020,2,4403
RSV4 1100  FACTORY (2020),APRILIA,2020,2,6058
RSV4 1100  RR (2019-2020),APRILIA,2020,2,3267
RSV4 RR   (2016-2020),APRILIA,2020,2,2028
RX 125   (2018-2020),APRILIA,2020,2,3996
RX 50  Factory (modelo actual),APRILIA,2020,2,5266
Shiver 900   (modelo actual),APRILIA,2020,2,6831
SR 50  GP Replica (modelo actual),APRILIA,2020,2,8643
SR 50 R   (modelo actual),APRILIA,2020,2,9436
SR Motard 50   (modelo actual),APRILIA,2020,2,4025
SX 125   (2018-2020),APRILIA,2020,2,10579
SX 50   (modelo actual),APRILIA,2020,2,10344
SX 50  Factory (modelo actual),APRILIA,2020,2,10726
Tuono 125   (modelo actual),APRILIA,2020,2,10276
Tuono V4 1100  RR (modelo actual),APRILIA,2020,2,4423
Tuono V4 1100 Factory   (modelo actual),APRILIA,2020,2,8136
Dorsoduro 900   (modelo actual),APRILIA,2021,2,9984
RS 125   (modelo actual),APRILIA,2021,2,8524
RS 125 Replica   (modelo actual),APRILIA,2021,2,5765
RS 660   (modelo actual),APRILIA,2021,2,1776
RS 660  35kW (modelo actual),APRILIA,2021,2,4604
RS4 50   (modelo actual),APRILIA,2021,2,3177
RSV4   (modelo actual),APRILIA,2021,2,6757
RSV4  Factory (modelo actual),APRILIA,2021,2,2300
RX 125   (modelo actual),APRILIA,2021,2,3057
RX 50  Factory (modelo actual),APRILIA,2021,2,6986
Shiver 900   (modelo actual),APRILIA,2021,2,2039
SR 50  GP Replica (modelo actual),APRILIA,2021,2,2955
SR 50 R   (modelo actual),APRILIA,2021,2,10452
SR Motard 50   (modelo actual),APRILIA,2021,2,10563
SX 125   (modelo actual),APRILIA,2021,2,4162
SX 50   (modelo actual),APRILIA,2021,2,4797
SX 50  Factory (modelo actual),APRILIA,2021,2,8653
Tuono 125   (modelo actual),APRILIA,2021,2,4081
Tuono 660   (2021),APRILIA,2021,2,9926
Tuono 660  35 kW (2021),APRILIA,2021,2,10541
Tuono V4 1100  RR (modelo actual),APRILIA,2021,2,7204
Tuono V4 1100 Factory   (modelo actual),APRILIA,2021,2,8303
Byte 50   (1997-2008),ATALA,1997,2,4209
Carosello 50   (1997-2008),ATALA,1997,2,3860
Hacker 50 AT-12   (1997-2008),ATALA,1997,2,6640
Hacker 50 LC   (1997-2008),ATALA,1997,2,7194
Hacker 50 Racing   (1997-2008),ATALA,1997,2,4388
Byte 50   (1997-2008),ATALA,1998,2,5630
Carosello 50   (1997-2008),ATALA,1998,2,4110
Hacker 50 AT-12   (1997-2008),ATALA,1998,2,10293
Hacker 50 LC   (1997-2008),ATALA,1998,2,3353
Hacker 50 Racing   (1997-2008),ATALA,1998,2,2739
Byte 50   (1997-2008),ATALA,1999,2,3756
Carosello 50   (1997-2008),ATALA,1999,2,8144
Hacker 50 AT-12   (1997-2008),ATALA,1999,2,10552
Hacker 50 LC   (1997-2008),ATALA,1999,2,6614
Hacker 50 Racing   (1997-2008),ATALA,1999,2,7146
Lepton 50   (1999-2008),ATALA,1999,2,1663
Skeggia 49   (1999-2008),ATALA,1999,2,5246
Byte 50   (1997-2008),ATALA,2000,2,2921
Carosello 50   (1997-2008),ATALA,2000,2,2506
Hacker 50 AT-12   (1997-2008),ATALA,2000,2,10940
Hacker 50 LC   (1997-2008),ATALA,2000,2,7507
Hacker 50 Racing   (1997-2008),ATALA,2000,2,6805
Lepton 50   (1999-2008),ATALA,2000,2,5173
Skeggia 49   (1999-2008),ATALA,2000,2,10911
Byte 50   (1997-2008),ATALA,2001,2,9565
Carosello 50   (1997-2008),ATALA,2001,2,5170
Hacker 50 AT-12   (1997-2008),ATALA,2001,2,2485
Hacker 50 LC   (1997-2008),ATALA,2001,2,3861
Hacker 50 Racing   (1997-2008),ATALA,2001,2,5118
Lepton 50   (1999-2008),ATALA,2001,2,1836
Skeggia 49   (1999-2008),ATALA,2001,2,8306
Byte 50   (1997-2008),ATALA,2002,2,5171
Carosello 50   (1997-2008),ATALA,2002,2,5748
Hacker 50 AT-12   (1997-2008),ATALA,2002,2,4489
Hacker 50 LC   (1997-2008),ATALA,2002,2,3647
Hacker 50 Racing   (1997-2008),ATALA,2002,2,8998
Lepton 50   (1999-2008),ATALA,2002,2,7740
Skeggia 49   (1999-2008),ATALA,2002,2,4598
Byte 50   (1997-2008),ATALA,2003,2,5332
Carosello 50   (1997-2008),ATALA,2003,2,4603
Hacker 50 AT-12   (1997-2008),ATALA,2003,2,2813
Hacker 50 LC   (1997-2008),ATALA,2003,2,2482
Hacker 50 Racing   (1997-2008),ATALA,2003,2,3143
Lepton 50   (1999-2008),ATALA,2003,2,3921
Skeggia 49   (1999-2008),ATALA,2003,2,6787
Byte 50   (1997-2008),ATALA,2004,2,7900
Carosello 50   (1997-2008),ATALA,2004,2,4777
Hacker 50 AT-12   (1997-2008),ATALA,2004,2,5033
Hacker 50 LC   (1997-2008),ATALA,2004,2,9587
Hacker 50 Racing   (1997-2008),ATALA,2004,2,7372
Lepton 50   (1999-2008),ATALA,2004,2,2149
Skeggia 49   (1999-2008),ATALA,2004,2,4384
Byte 50   (1997-2008),ATALA,2005,2,7150
Carosello 50   (1997-2008),ATALA,2005,2,1994
Hacker 50 AT-12   (1997-2008),ATALA,2005,2,2405
Hacker 50 LC   (1997-2008),ATALA,2005,2,3244
Hacker 50 Racing   (1997-2008),ATALA,2005,2,10064
Lepton 50   (1999-2008),ATALA,2005,2,9024
Skeggia 49   (1999-2008),ATALA,2005,2,9604
Byte 50   (1997-2008),ATALA,2006,2,4998
Carosello 50   (1997-2008),ATALA,2006,2,8103
Hacker 50 AT-12   (1997-2008),ATALA,2006,2,5768
Hacker 50 LC   (1997-2008),ATALA,2006,2,2092
Hacker 50 Racing   (1997-2008),ATALA,2006,2,4951
Lepton 50   (1999-2008),ATALA,2006,2,4811
Skeggia 49   (1999-2008),ATALA,2006,2,3840
Byte 50   (1997-2008),ATALA,2007,2,2870
Carosello 50   (1997-2008),ATALA,2007,2,10047
Hacker 50 AT-12   (1997-2008),ATALA,2007,2,8004
Hacker 50 LC   (1997-2008),ATALA,2007,2,6573
Hacker 50 Racing   (1997-2008),ATALA,2007,2,5007
Lepton 50   (1999-2008),ATALA,2007,2,5171
Skeggia 49   (1999-2008),ATALA,2007,2,6872
Byte 50   (1997-2008),ATALA,2008,2,7663
Carosello 50   (1997-2008),ATALA,2008,2,9191
Hacker 50 AT-12   (1997-2008),ATALA,2008,2,6590
Hacker 50 LC   (1997-2008),ATALA,2008,2,8796
Hacker 50 Racing   (1997-2008),ATALA,2008,2,9527
Lepton 50   (1999-2008),ATALA,2008,2,10033
Skeggia 49   (1999-2008),ATALA,2008,2,3882
Classic 125   (1998-2008),BAJAJ,1998,2,2398
Sunny 50   (1998-2008),BAJAJ,1998,2,4599
Classic 125   (1998-2008),BAJAJ,1999,2,3781
Spirit 50   (1999-2008),BAJAJ,1999,2,4168
Sunny 50   (1998-2008),BAJAJ,1999,2,3103
Classic 125   (1998-2008),BAJAJ,2000,2,8541
Spirit 50   (1999-2008),BAJAJ,2000,2,4228
Sunny 50   (1998-2008),BAJAJ,2000,2,4453
Classic 125   (1998-2008),BAJAJ,2001,2,8348
Spirit 50   (1999-2008),BAJAJ,2001,2,2144
Sunny 50   (1998-2008),BAJAJ,2001,2,4539
Classic 125   (1998-2008),BAJAJ,2002,2,2442
Spirit 50   (1999-2008),BAJAJ,2002,2,5008
Sunny 50   (1998-2008),BAJAJ,2002,2,4878
Classic 125   (1998-2008),BAJAJ,2003,2,7944
Spirit 50   (1999-2008),BAJAJ,2003,2,8975
Sunny 50   (1998-2008),BAJAJ,2003,2,6983
Classic 125   (1998-2008),BAJAJ,2004,2,9991
Spirit 50   (1999-2008),BAJAJ,2004,2,5225
Sunny 50   (1998-2008),BAJAJ,2004,2,4189
Classic 125   (1998-2008),BAJAJ,2005,2,2958
Spirit 50   (1999-2008),BAJAJ,2005,2,8202
Sunny 50   (1998-2008),BAJAJ,2005,2,9419
Classic 125   (1998-2008),BAJAJ,2006,2,7242
Spirit 50   (1999-2008),BAJAJ,2006,2,1590
Sunny 50   (1998-2008),BAJAJ,2006,2,9089
Classic 125   (1998-2008),BAJAJ,2007,2,2418
Spirit 50   (1999-2008),BAJAJ,2007,2,7051
Sunny 50   (1998-2008),BAJAJ,2007,2,10653
Classic 125   (1998-2008),BAJAJ,2008,2,10345
Spirit 50   (1999-2008),BAJAJ,2008,2,9368
Sunny 50   (1998-2008),BAJAJ,2008,2,6679
"125 2 C   (1972-1977)",BENELLI,1972,2,9844
"250 2 C   (1972-1988)",BENELLI,1972,2,2728
"125 2 C   (1972-1977)",BENELLI,1973,2,9262
"250 2 C   (1972-1988)",BENELLI,1973,2,5035
"125 2 C   (1972-1977)",BENELLI,1974,2,10219
"250 2 C   (1972-1988)",BENELLI,1974,2,4887
"500 Quattro   (1974-1977)",BENELLI,1974,2,10090
"125 2 C   (1972-1977)",BENELLI,1975,2,3122
"250 2 C   (1972-1988)",BENELLI,1975,2,10519
"500 Quattro   (1974-1977)",BENELLI,1975,2,4371
"750 Sei   (1975-1978)",BENELLI,1975,2,7347
"125 2 C   (1972-1977)",BENELLI,1976,2,1676
"250 2 C   (1972-1988)",BENELLI,1976,2,3466
"500 Quattro   (1974-1977)",BENELLI,1976,2,8145
"750 Sei   (1975-1978)",BENELLI,1976,2,3675
"125 2 C   (1972-1977)",BENELLI,1977,2,7409
"125 SE   (1977-1981)",BENELLI,1977,2,1816
"250 2 C   (1972-1988)",BENELLI,1977,2,1814
"250 Quattro   (1977-1978)",BENELLI,1977,2,10596
"500 LS   (1977-1981)",BENELLI,1977,2,4352
"500 Quattro   (1974-1977)",BENELLI,1977,2,6080
"750 Sei   (1975-1978)",BENELLI,1977,2,4225
"125 SE   (1977-1981)",BENELLI,1978,2,3773
"250 2 C   (1972-1988)",BENELLI,1978,2,3264
"250 Quattro   (1977-1978)",BENELLI,1978,2,6999
"304 250cc   (1978-1984)",BENELLI,1978,2,2481
"500 LS   (1977-1981)",BENELLI,1978,2,3694
"750 Sei   (1975-1978)",BENELLI,1978,2,9621
"900 Sei   (1978-1987)",BENELLI,1978,2,4180
"125 SE   (1977-1981)",BENELLI,1979,2,7051
"250 2 C   (1972-1988)",BENELLI,1979,2,10723
"304 250cc   (1978-1984)",BENELLI,1979,2,6003
"350 RS   (1979-1981)",BENELLI,1979,2,6161
"500 LS   (1977-1981)",BENELLI,1979,2,10714
"900 Sei   (1978-1987)",BENELLI,1979,2,2002
"125 SE   (1977-1981)",BENELLI,1980,2,7499
"125 Sport   (1980-1990)",BENELLI,1980,2,6314
"250 2 C   (1972-1988)",BENELLI,1980,2,8022
"254 Quattro   (1980-1984)",BENELLI,1980,2,4111
"304 250cc   (1978-1984)",BENELLI,1980,2,3094
"350 RS   (1979-1981)",BENELLI,1980,2,1945
"354 Sport   (1980-1983)",BENELLI,1980,2,3351
"500 LS   (1977-1981)",BENELLI,1980,2,7368
"900 Sei   (1978-1987)",BENELLI,1980,2,9453
"125 SE   (1977-1981)",BENELLI,1981,2,5665
"125 Sport   (1980-1990)",BENELLI,1981,2,7950
"125 T   (1981-1986)",BENELLI,1981,2,2512
"250 2 C   (1972-1988)",BENELLI,1981,2,6599
"254 Quattro   (1980-1984)",BENELLI,1981,2,10316
"304 250cc   (1978-1984)",BENELLI,1981,2,8681
"350 RS   (1979-1981)",BENELLI,1981,2,10018
"354 Sport   (1980-1983)",BENELLI,1981,2,2379
"500 LS   (1977-1981)",BENELLI,1981,2,9436
"654 Sport   (1981-1986)",BENELLI,1981,2,10390
"900 Sei   (1978-1987)",BENELLI,1981,2,2755
"125 Sport   (1980-1990)",BENELLI,1982,2,5008
"125 T   (1981-1986)",BENELLI,1982,2,6523
"250 2 C   (1972-1988)",BENELLI,1982,2,9007
"254 Quattro   (1980-1984)",BENELLI,1982,2,4541
"304 250cc   (1978-1984)",BENELLI,1982,2,5186
"354 Sport   (1980-1983)",BENELLI,1982,2,3211
"354 T   (1982-1986)",BENELLI,1982,2,6168
"654 Sport   (1981-1986)",BENELLI,1982,2,8594
"654 T   (1982-1987)",BENELLI,1982,2,6434
"900 Sei   (1978-1987)",BENELLI,1982,2,10294
"125 Sport   (1980-1990)",BENELLI,1983,2,3545
"125 T   (1981-1986)",BENELLI,1983,2,8038
"250 2 C   (1972-1988)",BENELLI,1983,2,10566
"250 Sport   (1983-1985)",BENELLI,1983,2,3870
"254 Quattro   (1980-1984)",BENELLI,1983,2,7131
"304 250cc   (1978-1984)",BENELLI,1983,2,3596
"354 Sport   (1980-1983)",BENELLI,1983,2,1593
"354 T   (1982-1986)",BENELLI,1983,2,2425
"654 Sport   (1981-1986)",BENELLI,1983,2,10782
"654 T   (1982-1987)",BENELLI,1983,2,5752
"900 Sei   (1978-1987)",BENELLI,1983,2,4821
"125 Sport   (1980-1990)",BENELLI,1984,2,9026
"125 T   (1981-1986)",BENELLI,1984,2,5513
"250 2 C   (1972-1988)",BENELLI,1984,2,2450
"250 Sport   (1983-1985)",BENELLI,1984,2,6429
"254 Quattro   (1980-1984)",BENELLI,1984,2,3918
"304 250cc   (1978-1984)",BENELLI,1984,2,5115
"354 Sport II   (1984-1986)",BENELLI,1984,2,2844
"354 T   (1982-1986)",BENELLI,1984,2,10088
"654 Sport   (1981-1986)",BENELLI,1984,2,3890
"654 T   (1982-1987)",BENELLI,1984,2,8776
"900 Sei   (1978-1987)",BENELLI,1984,2,3167
"125 Sport   (1980-1990)",BENELLI,1985,2,2645
"125 T   (1981-1986)",BENELLI,1985,2,5562
"250 2 C   (1972-1988)",BENELLI,1985,2,2183
"250 Sport   (1983-1985)",BENELLI,1985,2,9089
"354 Sport II   (1984-1986)",BENELLI,1985,2,3040
"354 T   (1982-1986)",BENELLI,1985,2,2892
"654 Sport   (1981-1986)",BENELLI,1985,2,2369
"654 T   (1982-1987)",BENELLI,1985,2,4365
"900 Sei   (1978-1987)",BENELLI,1985,2,4822
Sport 654   (1985),BENELLI,1985,2,8901
"125 Sport   (1980-1990)",BENELLI,1986,2,8768
"125 T   (1981-1986)",BENELLI,1986,2,3963
"250 2 C   (1972-1988)",BENELLI,1986,2,2570
"354 Sport II   (1984-1986)",BENELLI,1986,2,10448
"354 T   (1982-1986)",BENELLI,1986,2,2529
"654 Sport   (1981-1986)",BENELLI,1986,2,2476
"654 T   (1982-1987)",BENELLI,1986,2,1685
"900 Sei   (1978-1987)",BENELLI,1986,2,5894
"125 Sport   (1980-1990)",BENELLI,1987,2,8414
"250 2 C   (1972-1988)",BENELLI,1987,2,10536
"654 T   (1982-1987)",BENELLI,1987,2,9197
"900 Sei   (1978-1987)",BENELLI,1987,2,10795
"125 Sport   (1980-1990)",BENELLI,1988,2,5037
"250 2 C   (1972-1988)",BENELLI,1988,2,2742
"125 Sport   (1980-1990)",BENELLI,1989,2,8449
"125 Sport   (1980-1990)",BENELLI,1990,2,3706
"491 Racing   (1998-2006)",BENELLI,1998,2,5115
"491 Sport   (1998-2008)",BENELLI,1998,2,5624
"491 Racing   (1998-2006)",BENELLI,1999,2,5822
"491 Sport   (1998-2008)",BENELLI,1999,2,4410
"491 Racing   (1998-2006)",BENELLI,2000,2,10272
"491 Sport   (1998-2008)",BENELLI,2000,2,4875
"491 Racing   (1998-2006)",BENELLI,2001,2,8022
"491 RR   (2001-2008)",BENELLI,2001,2,5515
"491 Sport   (1998-2008)",BENELLI,2001,2,2399
"491 ST   (2001-2008)",BENELLI,2001,2,2451
Adiva 125   (2001-2004),BENELLI,2001,2,2635
K2 100   (2001-2008),BENELLI,2001,2,2235
K2 Namur   (2001-2008),BENELLI,2001,2,3893
Pepe 50   (2001-2010),BENELLI,2001,2,10645
Tornado 900   (2001-2005),BENELLI,2001,2,3702
Velvet 125   (2001-2009),BENELLI,2001,2,4967
Velvet 150   (2001-2008),BENELLI,2001,2,5564
Velvet 250   (2001-2009),BENELLI,2001,2,8958
"491 Racing   (1998-2006)",BENELLI,2002,2,2369
"491 Replica   (2002-2006)",BENELLI,2002,2,6067
"491 RR   (2001-2008)",BENELLI,2002,2,2622
"491 Sport   (1998-2008)",BENELLI,2002,2,4455
"491 ST   (2001-2008)",BENELLI,2002,2,6808
Adiva 125   (2001-2004),BENELLI,2002,2,8941
K2 100   (2001-2008),BENELLI,2002,2,7039
K2 Namur   (2001-2008),BENELLI,2002,2,8001
Naked 50   (2002-2008),BENELLI,2002,2,3738
Pepe 50   (2001-2010),BENELLI,2002,2,2263
Tornado 900   (2001-2005),BENELLI,2002,2,9829
Velvet 125   (2001-2009),BENELLI,2002,2,6766
Velvet 150   (2001-2008),BENELLI,2002,2,2507
Velvet 250   (2001-2009),BENELLI,2002,2,3618
Velvet 400   (2002-2006),BENELLI,2002,2,9429
"491 Racing   (1998-2006)",BENELLI,2003,2,9969
"491 Replica   (2002-2006)",BENELLI,2003,2,9722
"491 RR   (2001-2008)",BENELLI,2003,2,9195
"491 Sport   (1998-2008)",BENELLI,2003,2,10958
"491 ST   (2001-2008)",BENELLI,2003,2,9834
Adiva 125   (2001-2004),BENELLI,2003,2,6386
K2 100   (2001-2008),BENELLI,2003,2,2478
K2 Namur   (2001-2008),BENELLI,2003,2,1817
Naked 50   (2002-2008),BENELLI,2003,2,2258
Pepe 50   (2001-2010),BENELLI,2003,2,5000
TNT 1130   (2003-2006),BENELLI,2003,2,9209
Tornado 900   (2001-2005),BENELLI,2003,2,5295
Velvet 125   (2001-2009),BENELLI,2003,2,6353
Velvet 150   (2001-2008),BENELLI,2003,2,5592
Velvet 250   (2001-2009),BENELLI,2003,2,6793
Velvet 400   (2002-2006),BENELLI,2003,2,2145
"491 Racing   (1998-2006)",BENELLI,2004,2,4667
"491 Replica   (2002-2006)",BENELLI,2004,2,3645
"491 RR   (2001-2008)",BENELLI,2004,2,8776
"491 Sport   (1998-2008)",BENELLI,2004,2,2647
"491 ST   (2001-2008)",BENELLI,2004,2,8088
Adiva 125   (2001-2004),BENELLI,2004,2,2130
K2 100   (2001-2008),BENELLI,2004,2,9375
K2 Namur   (2001-2008),BENELLI,2004,2,4731
Naked 50   (2002-2008),BENELLI,2004,2,10066
Pepe 50   (2001-2010),BENELLI,2004,2,2751
TNT 1130   (2003-2006),BENELLI,2004,2,4902
Tornado 900   (2001-2005),BENELLI,2004,2,6134
Velvet 125   (2001-2009),BENELLI,2004,2,6529
Velvet 150   (2001-2008),BENELLI,2004,2,3155
Velvet 250   (2001-2009),BENELLI,2004,2,7391
Velvet 400   (2002-2006),BENELLI,2004,2,10001
"491 Racing   (1998-2006)",BENELLI,2005,2,8136
"491 Replica   (2002-2006)",BENELLI,2005,2,7487
"491 RR   (2001-2008)",BENELLI,2005,2,1897
"491 Sport   (1998-2008)",BENELLI,2005,2,8641
"491 ST   (2001-2008)",BENELLI,2005,2,3919
K2 100   (2001-2008),BENELLI,2005,2,1817
K2 Namur   (2001-2008),BENELLI,2005,2,5867
Naked 50   (2002-2008),BENELLI,2005,2,9397
Pepe 50   (2001-2010),BENELLI,2005,2,8099
TNT 1130   (2003-2006),BENELLI,2005,2,2087
Tornado 900   (2001-2005),BENELLI,2005,2,4593
Velvet 125   (2001-2009),BENELLI,2005,2,7304
Velvet 150   (2001-2008),BENELLI,2005,2,8820
Velvet 250   (2001-2009),BENELLI,2005,2,2436
Velvet 400   (2002-2006),BENELLI,2005,2,9592
"491 Racing   (1998-2006)",BENELLI,2006,2,1696
"491 Replica   (2002-2006)",BENELLI,2006,2,10681
"491 RR   (2001-2008)",BENELLI,2006,2,7558
"491 Sport   (1998-2008)",BENELLI,2006,2,5205
"491 ST   (2001-2008)",BENELLI,2006,2,6938
K2 100   (2001-2008),BENELLI,2006,2,5567
K2 Namur   (2001-2008),BENELLI,2006,2,3489
Naked 50   (2002-2008),BENELLI,2006,2,8092
Pepe 50   (2001-2010),BENELLI,2006,2,10591
TNT 1130   (2003-2006),BENELLI,2006,2,1977
TNT Café Racer 1130   (2006-2012),BENELLI,2006,2,2900
TNT Sport   (2006-2009),BENELLI,2006,2,10632
TRE K 1130   (2006-2015),BENELLI,2006,2,5929
Velvet 125   (2001-2009),BENELLI,2006,2,10545
Velvet 150   (2001-2008),BENELLI,2006,2,7562
Velvet 250   (2001-2009),BENELLI,2006,2,3504
Velvet 400   (2002-2006),BENELLI,2006,2,8863
"491 RR   (2001-2008)",BENELLI,2007,2,5585
"491 Sport   (1998-2008)",BENELLI,2007,2,2873
"491 ST   (2001-2008)",BENELLI,2007,2,1673
K2 100   (2001-2008),BENELLI,2007,2,8297
K2 Namur   (2001-2008),BENELLI,2007,2,2332
Naked 50   (2002-2008),BENELLI,2007,2,9100
Pepe 50   (2001-2010),BENELLI,2007,2,5718
TNT Café Racer 1130   (2006-2012),BENELLI,2007,2,2288
TNT Sport   (2006-2009),BENELLI,2007,2,5633
TRE K 1130   (2006-2015),BENELLI,2007,2,5782
Velvet 125   (2001-2009),BENELLI,2007,2,2353
Velvet 150   (2001-2008),BENELLI,2007,2,3002
Velvet 250   (2001-2009),BENELLI,2007,2,1642
"49 X   (2008-2012)",BENELLI,2008,2,2925
"491 RR   (2001-2008)",BENELLI,2008,2,2952
"491 Sport   (1998-2008)",BENELLI,2008,2,4145
"491 ST   (2001-2008)",BENELLI,2008,2,6859
K2 100   (2001-2008),BENELLI,2008,2,6014
K2 Namur   (2001-2008),BENELLI,2008,2,7308
Naked 50   (2002-2008),BENELLI,2008,2,4481
Pepe 50   (2001-2010),BENELLI,2008,2,9434
Pepe 50 LX   (2008-2012),BENELLI,2008,2,7645
TNT 1130   (2008-2012),BENELLI,2008,2,9505
TNT 899 S   (2008-2011),BENELLI,2008,2,5732
TNT 899 T   (2008-2011),BENELLI,2008,2,4019
TNT Café Racer 1130   (2006-2012),BENELLI,2008,2,2965
TNT Sport   (2006-2009),BENELLI,2008,2,1989
TNT Sport Evo 1130   (2008-2012),BENELLI,2008,2,10947
TRE K 1130   (2006-2015),BENELLI,2008,2,5847
TRE K 1130 Amazonas   (2008-2011),BENELLI,2008,2,3191
Velvet 125   (2001-2009),BENELLI,2008,2,6350
Velvet 150   (2001-2008),BENELLI,2008,2,8704
Velvet 250   (2001-2009),BENELLI,2008,2,6266
